site ID,crosval ID,sw,nee,gpp,lai,ave,amp,lst_day,lst_night,brdf1,brdf2,brdf3,brdf4,brdf5,brdf6,brdf7,lc,XGBoost GPP,SVR GPP,RF GPP
6,6,215.64,-0.74388,1.4751,2.0347,0.321271033984701,0.870017058309521,301.2089,286.2644,0.0437,0.2119,0.0218,0.0521,0.2424,0.201,0.0946,1,4.54069,4.76391673442975,4.25747121856533
6,6,214.98,-0.70704,1.3145,2.4408,0.321271033984701,0.870017058309521,295.0022,281.8844,0.039,0.2154,0.0194,0.0474,0.2479,0.1953,0.0917,1,3.721159,3.1351458920703,4.13511287111909
6,6,93.001,-0.62384,1.1049,0.1959,0.321271033984701,0.870017058309521,266.769326688815,273.08,0.0391,0.2141,0.0202,0.0481,0.2435,0.1949,0.089,1,1.1312004,1.056448893295,1.32951354991739
6,6,196.05,-0.30618,1.1576,1.9449,0.321271033984701,0.870017058309521,291.5044,280.4178,0.0376,0.1871,0.0194,0.0455,0.2196,0.1611,0.0814,1,4.4933615,3.99476733121021,4.55958753098831
6,6,141.02,-0.36792,1.2008,2.2449,0.321271033984701,0.870017058309521,293.3422,278.8178,0.0378,0.1909,0.0188,0.0469,0.2285,0.1761,0.0857,1,2.818891,2.0339294124962,3.39622742634644
6,6,156.73,-0.32132,1.1805,1.7776,0.321271033984701,0.870017058309521,291.8267,279.2,0.0379,0.1821,0.0194,0.045,0.2162,0.1645,0.0821,1,3.7546582,3.13634051261556,3.58915752513019
6,6,156.58,-0.40767,0.84175,1.4286,0.321271033984701,0.870017058309521,290.4356,273.5711,0.042,0.1812,0.0204,0.0473,0.2195,0.1744,0.0888,1,4.027967,2.99653357577684,3.53144233449878
6,6,128.41,-0.13415,0.39183,0.9449,0.321271033984701,0.870017058309521,288.0756,272.3156,0.0547,0.1812,0.0258,0.056,0.2241,0.1827,0.0938,1,2.7477503,2.48878542772542,2.90730692694129
6,6,94.215,0.15294,0.077642,0.5796,0.321271033984701,0.870017058309521,287.7533,273.68,0.0691,0.1674,0.0321,0.06,0.2152,0.1811,0.096,1,1.8265721,1.45951601716827,1.67779735673241
6,6,74.389,0.018691,0.094433,0.5816,0.321271033984701,0.870017058309521,278.2044,268.3533,0.0749,0.1519,0.0292,0.0548,0.212,0.2005,0.1128,1,1.0703115,0.598813153173389,1.13441985399055
6,6,248.87,-1.1098,1.7702,1.8306,0.321271033984701,0.870017058309521,298.6578,284.1356,0.0497,0.1991,0.024,0.0554,0.2373,0.1961,0.0993,1,5.183957,5.02517099389809,4.91469409966192
6,6,232.31,-1.1215,2.0004,2.1796,0.321271033984701,0.870017058309521,293.8889,283.1333,0.0436,0.2248,0.0217,0.0539,0.2595,0.2025,0.0964,1,4.248264,4.08090041152067,4.10916245565382
6,6,246.09,-1.0217,1.9391,3.0816,0.321271033984701,0.870017058309521,299.3711,286.2867,0.0355,0.241,0.0185,0.0501,0.2635,0.1913,0.0825,1,5.12034,4.85930935706889,4.80823196872204
6,6,271.06,-0.69898,1.6726,2.8653,0.321271033984701,0.870017058309521,300.4556,285.2111,0.0345,0.2411,0.0181,0.0491,0.2594,0.1834,0.0792,1,5.3818793,6.24894917681871,4.87435238383008
6,6,160.07,-0.22607,1.3715,2.3755,0.321271033984701,0.870017058309521,295.1822,281.5825,0.0353,0.2402,0.0182,0.0498,0.2588,0.1802,0.0793,1,4.586099,4.23776087268778,4.91491038575434
6,6,155.92,-0.48331,1.5959,1.6429,0.321271033984701,0.870017058309521,290.4889,283.2267,0.0368,0.2408,0.0188,0.0525,0.2596,0.1801,0.0803,1,4.431283,4.38449827195891,4.49535061242259
6,6,170.3,-0.68553,1.6837,3.202,0.321271033984701,0.870017058309521,291.7244,280.4244,0.0318,0.2174,0.0169,0.0456,0.2415,0.1693,0.0751,1,3.6317964,2.17297560603593,4.14809956954637
6,6,161.95,-0.56269,1.4471,2.9735,0.321271033984701,0.870017058309521,292.1911,280.7956,0.0336,0.2193,0.0174,0.0468,0.2435,0.1715,0.0765,1,3.7881503,2.43528516439172,4.28423524693639
6,6,144.65,-0.68497,1.4793,2.3082,0.321271033984701,0.870017058309521,288.4111,277.2222,0.036,0.2159,0.0193,0.048,0.2424,0.1768,0.0763,1,3.3393931,1.80620922105063,3.54648949658495
6,6,101.89,-0.062537,0.83562,2.151,0.321271033984701,0.870017058309521,291.7489,282.4822,0.0392,0.1956,0.0205,0.0479,0.227,0.1702,0.0744,1,2.4803944,2.18635460464797,3.32890853337243
6,6,115.87,-0.36353,0.97314,1.3755,0.321271033984701,0.870017058309521,287.16,278.0889,0.0427,0.1845,0.0201,0.0487,0.223,0.1722,0.0809,1,2.4961164,2.02831011867125,2.75552495477578
6,6,116.4,0.11567,0.5077,1.0061,0.321271033984701,0.870017058309521,288.1578,273.0956,0.052,0.175,0.0236,0.0527,0.219,0.1773,0.0868,1,2.4715965,2.26671343057783,2.57349139819192
